PDB,IRMSD,PID,label,HADDOCK,PIsToN,dMaSIF,DeepRank-GNN,GNN-DOVE,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE
1GLA_75,14.54,1GLA,0,-95.2142,1.220166683,0.241009563,0.007748478,0.4031,809.384,263.429,-31.041,7.219,-0.088,-78.56,0.877914
1GLA_76,14.22,1GLA,0,-79.67,-0.245015144,0.1246446,0.009075216,0.6829,2533.09,729.529,-2.035,10.66,0.381,-173.59,1.073479
1GLA_77,14.82,1GLA,0,-42.6763,-0.385119081,0.113706939,0.005119694,0.6441,1201.38,313.389,-6.829,9.87,-0.2439,-101.28,0.782984
1GLA_78,20.39,1GLA,0,-111.68084,0.566460252,-2.588922262,0.005540693,0.6128,1390.53,243.399,-10.893,3.916,-0.0508,-105.03,1.131116
1GLA_79,12.81,1GLA,0,1431.8647999999998,0.625112832,0.481508642,0.00552868,0.6438,2902.22,687.509,0.941,7.159,0.0931,-76.6,0.704686
1GLA_80,4.63,1GLA,1,-51.02856,1.739464521,-0.948282599,0.00524531,0.2402,1050.68,226.371,4.879,1.168,0.0574,-56.18,0.688312
1GLA_81,20.43,1GLA,0,-109.746597,0.146566629,-2.420866728,0.005421955,0.5473,2246.33,330.598,-21.535,3.958,-0.0319,-96.23,0.621046
1GLA_82,20.37,1GLA,0,-93.01939,1.293462515,-2.787637711,0.007654375,0.4803,2116.31,550.366,-9.258,2.371,-0.2245,-79.67,0.879987
1GLA_83,18.1,1GLA,0,-61.07623,0.661156833,-1.951242805,0.006130695,0.338,795.781,326.071,4.016,6.215,-0.2102,-72.38,0.978109
1GLA_84,14.73,1GLA,0,-86.8399,1.208401322,0.475762248,0.008469596,0.5967,1516.27,403.635,-10.105,6.286,0.1873,-87.59,0.644971
1GLA_85,17.3,1GLA,0,-105.53694,1.769374013,-1.984951973,0.004921881,0.2339,2900.27,457.918,1.112,4.407,-0.1134,-114.91,0.267142
1GLA_86,14.15,1GLA,0,-79.3465,0.083283901,0.699003637,0.007143401,0.4221,922.866,193.291,0.328,7.127,-0.0602,-87.51,0.770245
1GLA_87,20.05,1GLA,0,-109.878442,0.814881325,-2.525900126,0.005899828,0.5031,1306.88,429.538,-17.575,1.294,-0.0881,-82.82,0.871905
1GLA_88,15.5,1GLA,0,-105.30392,1.287484288,-1.659110427,0.005795456,0.6732,1435.63,468.786,-13.023,2.922,-0.0318,-92.66,0.787718
1GLA_89,15.14,1GLA,0,-62.1964,0.28513813,0.344686121,0.007137495,0.5707,927.347,291.216,-6.03,8.035,-0.1434,-76.97,0.634929
1GLA_90,20.49,1GLA,0,-101.39407,0.509547472,-2.320078135,0.006390003,0.3703,4355.41,1082.443,1.536,1.151,-0.1195,-166.35,0.4598
1GLA_91,20.35,1GLA,0,-105.7912,1.231139183,-2.940761566,0.006516962,0.6482,2619.28,365.566,-13.483,3.496,-0.0076,-101.36,0.821486
1GLA_92,20.32,1GLA,0,-62.90331,1.019099474,-2.406299829,0.005561684,0.2896,623.792,246.703,-9.172,4.85,-0.1716,-67.39,1.053116
1GLA_93,20.24,1GLA,0,-113.09968,0.529886961,-2.633193731,0.005531754,0.6369,2062.29,431.55,-2.284,3.162,-0.1255,-103.59,1.143554
1GLA_94,17.16,1GLA,0,-116.84965,0.926146626,-2.21049118,0.006044054,0.3271,3438.42,597.362,12.478,5.199,-0.0663,-160.34,0.347711
1GLA_95,17.71,1GLA,0,-53.68085,0.020847201,-1.671605825,0.006480216,0.4073,1276,231.817,0.03,6.089,-0.1686,-93.32,0.874075
1GLA_96,20.52,1GLA,0,-119.19848,0.064751744,-1.982680559,0.006837795,0.3584,3227.66,849.187,1.816,1.305,-0.2245,-148.57,0.907449
1GLA_97,18.64,1GLA,0,-69.47117,0.483309031,-1.914381742,0.003731729,0.3549,2032.06,611.973,0.852,6.597,-0.0928,-99.66,0.584773
1GLA_98,18.58,1GLA,0,-73.4296,0.829191625,-1.398903728,0.00556891,0.4267,1069.07,334.563,-10.527,4.61,-0.0213,-68.59,0.835385
1GLA_99,16.02,1GLA,0,-68.89702,1.839237928,-1.650072336,0.00712977,0.2287,3549.27,494.76,9.234,5.865,-0.1276,-79.34,0.22728
1GLA_100,18.86,1GLA,0,-52.68999,1.184480906,-0.846885979,0.005073256,0.2588,410.554,162.476,7.564,6.559,-0.0916,-63.9,1.003034
1GLA_101,20.8,1GLA,0,-74.040687,1.138085723,-3.02613759,0.005717739,0.3388,2120.39,349.317,10.179,1.678,-0.0672,-86.84,1.106816
1GLA_102,14.19,1GLA,0,-73.76282,0.116999149,0.588438988,0.00764061,0.3357,672.527,248.985,-1.947,5.235,-0.02,-78.89,0.651652
1GLA_103,20.12,1GLA,0,-117.081586,0.018578529,-2.866639376,0.005121374,0.6687,2890.09,614.312,-16.608,4.196,-0.277,-142.39,0.770538
1GLA_104,12.05,1GLA,0,-93.42833,0.858412504,0.014291362,0.005803384,0.3669,1577.81,281.365,-5.14,8.526,-0.2279,-72.01,0.868515
1GLA_105,10.13,1GLA,1,-72.84756,-0.012763977,-0.836008787,0.010279951,0.3984,1529.79,353.202,-7.07,0.418,-0.1597,-50.66,1.270555
1GLA_106,4.31,1GLA,1,2700111.777,1.596376538,-0.997906566,0.006973552,0.3321,1689.7,432.862,7.244,-1.589,-0.1324,-56.82,0.726521
1GLA_107,17.99,1GLA,0,-55.818723,0.008559704,-1.319714904,0.005721033,0.362,1664.92,494.172,-3.809,6.456,-0.1524,-86.55,0.624263
1GLA_108,16.62,1GLA,0,-75.0128,0.670052886,-1.871463656,0.005032639,0.3809,4377.46,577.243,-14.254,5.929,-0.0232,-107.92,0.573639
1GLA_109,18.81,1GLA,0,-62.33286,1.846976876,-1.52572608,0.004986627,0.569,3485.68,751.66,-7.173,7.496,-0.1862,-118.21,0.5092
1GLA_110,10.41,1GLA,1,-100.98249,-0.027165413,-0.980297685,0.010279951,0.3489,901.868,329.221,-3.976,-1.436,-0.0543,-72.18,1.23707
1GLA_111,17.98,1GLA,0,-74.33485,0.422140718,-1.347619295,0.005011259,0.3254,682.065,257.67,3.982,4.171,-0.168,-66.87,0.896085
1GLA_112,19.93,1GLA,0,-70.41795,0.635781467,-2.610334873,0.006404463,0.4524,1469.19,352.152,-19.505,0.872,-0.213,-83.54,0.927004
1GLA_113,13.06,1GLA,0,-49.06817,0.020316005,-0.129422143,0.021600945,0.5666,1258.23,329.664,-7.811,1.631,0.0747,-64.02,0.855928
1GLA_114,21.1,1GLA,0,-96.25658,0.028581023,-1.514444113,0.005149426,0.3097,1645.56,354.799,-7.765,3.583,-0.0863,-96.65,1.081887
1GLA_115,9.75,1GLA,1,-78.25011,1.78874135,0.163304269,0.007230986,0.6459,1292.21,342.685,-15.564,4.776,0.0185,-62.29,0.732432
1GLA_116,20.16,1GLA,0,-104.46103,0.981573761,-2.834809303,0.006060956,0.6595,2814.16,563.524,-11.086,4.304,-0.1505,-132.61,0.744732
1GLA_117,20.78,1GLA,0,-88.81247,0.026439905,-1.593951344,0.005576041,0.3457,3097.33,740.131,-4.457,4.851,-0.2132,-136.78,1.211859
1GLA_118,14.72,1GLA,0,-88.3797,-0.641462207,0.666762948,0.00819009,0.6116,1221.68,316.471,-11.786,7.076,-0.0213,-85.35,0.710735
1GLA_119,18.71,1GLA,0,-44.03311,1.393922567,-1.322076797,0.00489911,0.2906,538.604,200.348,0.997,5.528,-0.0543,-66.67,0.810253
1GLA_120,14.83,1GLA,0,-39.50868,0.025001407,0.393205673,0.006855074,0.5842,2465.7,478.924,-2.289,8.964,-0.0018,-98.32,0.606923
1GLA_121,14.11,1GLA,0,-89.6302,0.351391912,0.824225128,0.006689537,0.5109,1010.58,199.606,-7.857,7.148,-0.0372,-95.1,0.839963
1GLA_122,14.59,1GLA,0,-64.7713,-0.014571071,-0.246389759,0.008714915,0.596,2838.73,660.149,-14.263,11.051,0.1357,-121.86,0.630658
1GLA_123,14.75,1GLA,0,-87.0947,0.001688838,0.347902209,0.008011829,0.5493,1503.79,454.564,-12.985,6.454,0.1374,-88.44,0.536861
1GLA_124,14.65,1GLA,0,-82.8226,-0.005095601,-1.951242805,0.008312497,0.6644,2681.22,587.347,-13.277,10.305,0.1564,-113.92,0.706251
1GLA_125,18.7,1GLA,0,-62.73387,0.019184232,-1.720333457,0.00566491,0.6475,2882.18,782.198,-6.328,6.525,-0.0239,-133.81,0.580536
1GLA_126,20.36,1GLA,0,-76.304333,1.637377858,-2.463418722,0.00632623,0.3064,609.465,221.644,3.43,3.488,-0.1418,-80.12,0.984811
1GLA_127,20.64,1GLA,0,-91.1548,0.417615533,-1.894097924,0.005704596,0.3309,5124.34,1040.073,6.959,3.577,-0.2302,-186.21,0.669813
1GLA_128,12.74,1GLA,0,-43.90875,0.874019325,0.357329845,0.005160566,0.6471,4573.73,681.586,-3.389,8.108,-0.0307,-96.05,0.69506
1GLA_129,14.32,1GLA,0,-92.5432,-0.733175397,0.332275391,0.00667251,0.6754,2309.09,555.548,-7.542,9.389,-0.1063,-141.89,0.799224
1GLA_130,14.18,1GLA,0,-94.582971,0.052922964,0.016945388,0.00423911,0.2815,875.808,209.28,-32.766,6.26,-0.1837,-54.1,0.717891
1GLA_131,12.98,1GLA,0,-79.75077,0.067590833,-0.163313538,0.078837715,0.4914,491.023,187.207,-5.978,3.163,-0.0405,-66.56,0.991634
1GLA_132,14.16,1GLA,0,-68.8336,-0.000101924,0.450554073,0.008094809,0.5953,2901.18,560.392,-1.952,8.364,0.1517,-79.49,0.492235
1GLA_133,13.55,1GLA,0,-84.19608,0.10406816,0.334285498,0.006427456,0.3635,1014.36,424.674,-13.395,8.444,0.0102,-103.23,1.267935
1GLA_134,13.97,1GLA,0,-101.6782,1.897261977,-0.246389759,0.009348173,0.4209,598.265,164.948,-10.989,6.155,0.0027,-40.24,0.55526
1GLA_135,20.41,1GLA,0,-88.39478,0.294334173,-2.246342659,0.006596581,0.5065,5306.51,1211.786,13.139,3.925,-0.1147,-220.83,1.021526
1GLA_136,15.65,1GLA,0,-63.87811,0.111254334,-1.334845304,0.007295979,0.2534,1446.96,409.228,-3.6,9.218,-0.0764,-68.03,0.397687
1GLA_137,19.34,1GLA,0,-89.492761,0.888415098,-3.058068514,0.007132473,0.3063,2305,445.82,-3.888,5.354,-0.1899,-71.67,0.446575
1GLA_138,18.34,1GLA,0,-45.584724,1.135238886,-1.152306795,0.006061598,0.2862,1484.5,458.229,13.741,5.333,-0.2836,-75.57,0.645219
1GLA_139,18.15,1GLA,0,-56.23447,1.494343042,-1.304677606,0.005399186,0.3299,877.846,331.576,9.402,5.069,-0.1115,-73.56,0.99518
1GLA_140,13.92,1GLA,0,9149073.182,1.757033348,-0.739072978,0.0049115,0.4732,3325.25,571.873,17.734,4.795,-0.2664,-100.91,0.759877
1GLA_141,14.2,1GLA,0,-77.6612,-0.074743271,0.574370742,0.008096455,0.6056,1471.25,403.155,-2.85,7.018,-0.0033,-113.41,0.721639
1GLA_142,20.41,1GLA,0,-117.292999,1.627889872,-2.536817312,0.005833529,0.6201,1447.65,235.755,-14.575,4.815,-0.0642,-91.58,1.107783
1GLA_143,14.81,1GLA,0,-82.44738,-0.596756697,-0.246389759,0.006065789,0.6381,2012.71,434.402,-8.924,10.538,0.039,-105.42,0.675176
1GLA_144,16.53,1GLA,0,-69.65534,1.091069937,-1.591324329,0.0079186,0.3283,237.455,107.41,-7.469,4.428,-0.0586,-51.52,0.053799
1GLA_145,12.9,1GLA,0,-66.52901,1.397716999,-0.762040973,0.006757372,0.6666,4821.49,823.102,-3.32,4.494,0.393,-118.39,0.046492
1GLA_146,20.31,1GLA,0,-86.65214,0.00990665,-2.619719982,0.006406459,0.3532,2056.43,317.491,-16.026,2.253,-0.09,-83.6,0.879545
1GLA_147,14.77,1GLA,0,-103.28683,-0.142290115,-0.530179918,0.006131739,0.2863,1062.62,295.09,-33.068,5.647,-0.084,-57.6,0.721374
1GLA_148,19.34,1GLA,0,-125.43777,1.096963406,-2.651701927,0.005216144,0.3224,1626.61,322.456,-5.977,1.604,-0.0288,-87.05,0.482699
1GLA_149,14.38,1GLA,0,-81.4326,0.169954777,0.311834067,0.007585794,0.5077,1463.15,486.553,-25.766,7.326,-0.0862,-80.5,0.902964
1GLA_150,14.86,1GLA,0,-45.3177,0.7067433,0.094435163,0.008790167,0.5623,2406.12,520.487,-9.814,9.019,0.2376,-86.37,0.578833
1GLA_151,14.71,1GLA,0,-86.1887,-0.202215433,0.25142166,0.006716088,0.6816,1675.72,539.314,-9.391,10.102,0.1015,-133.93,0.799864
1GLA_152,20.67,1GLA,0,1599.24519,0.702346563,-2.030341387,0.005818045,0.3052,4452.66,911.818,8.81,3.318,-0.0825,-148.85,0.394948
1GLA_153,14.19,1GLA,0,-81.61913,-0.075510859,-0.119515851,0.007718097,0.4024,636.189,247.44,-5.607,5.917,0.0463,-61.39,0.694798
1GLA_154,20.71,1GLA,0,-81.80352,0.44760859,-2.632794142,0.007658975,0.3768,2867.25,463.817,-5.88,2.607,-0.1148,-93.7,0.766939
1GLA_155,4.38,1GLA,1,-68.68619,1.454884291,-0.96052438,0.00718999,0.3292,1193.01,320.967,12.39,-2.561,0.0238,-63.69,0.742782
1GLA_156,14.78,1GLA,0,-84.4685,1.349631548,-0.246389759,0.007542323,0.5803,1620.31,382.274,-16.922,9.282,0.1797,-76.69,0.825214
1GLA_157,20.46,1GLA,0,-93.32736,1.551476717,-2.435737371,0.004718649,0.3394,1712.44,329.745,-10.627,2.443,-0.0857,-93.46,0.631864
1GLA_158,19.05,1GLA,0,-38.82026,1.672184229,-1.009250641,0.003439197,0.2794,1565.3,347.694,3.471,6.187,-0.2403,-63.6,0.471913
1GLA_159,19.04,1GLA,0,-31.01695,1.727050543,-2.983557224,0.005620313,0.5349,2121.61,519.695,7.052,6.548,-0.112,-72.97,0.582704
1GLA_160,14.8,1GLA,0,-78.6744,-0.01514256,0.520538747,0.005707398,0.6329,1561.76,337.829,-6.494,8.93,0.0193,-117.85,0.833982
1GLA_161,21,1GLA,0,-47.19848,0.010581136,-1.321080685,0.006597593,0.2896,1938.9,527.892,-4.675,5.549,-0.0024,-105.72,0.93751
1GLA_162,14.52,1GLA,0,-75.674,0.187874079,0.176159799,0.007363774,0.4092,1027.01,388.547,-18.507,8.794,0.0331,-68.98,0.950373
1GLA_163,18.26,1GLA,0,-72.2073,0.227076411,-1.661442995,0.004718624,0.61,910.459,356.357,-5.583,5.813,-0.1024,-85.94,0.895252
1GLA_164,18.81,1GLA,0,-90.86515,1.08894968,-1.028175116,0.005518438,0.3923,535.202,175.835,-15.193,6.018,-0.0737,-49.09,0.942932
1GLA_165,14.36,1GLA,0,-95.37405,0.030834556,-0.296680599,0.004438404,0.3003,1282.09,369.845,-32.405,6.537,-0.1597,-61.16,0.721946
1GLA_166,20.45,1GLA,0,-93.01878,1.053111553,-2.547088146,0.006095539,0.5962,1798.99,336.739,-6.041,2.549,-0.0529,-95.98,1.044628
1GLA_167,13.49,1GLA,0,-97.58511,0.093168497,0.945107102,0.005351033,0.643,824.388,280.801,-27.782,6.598,0.0113,-76.44,1.182114
1GLA_168,17.9,1GLA,0,-66.785287,0.488844275,-1.551478624,0.004328172,0.359,1709.51,436.071,-2.714,4.366,-0.2445,-82.65,0.520461
1GLA_169,13.18,1GLA,0,-58.52591,0.854866028,-0.297427326,0.03473964,0.3316,2548.86,222.002,-3.302,2.815,-0.1064,-84.08,0.992633
1GLA_170,20.43,1GLA,0,-85.916978,0.788275957,-2.946823597,0.005827127,0.5977,2505.43,559.846,-5.879,2.481,-0.0797,-93.6,0.901923
1GLA_171,16.8,1GLA,0,-64.55055,0.102900982,-1.768777966,0.006540698,0.323,745.987,228.06,-7.037,5.676,-0.18,-43.82,0.930276
1GLA_172,9.73,1GLA,1,-88.40069,-0.008390069,0.206488162,0.007462644,0.6626,1841.79,494.05,-13.034,6.234,-0.0492,-78.8,0.80709
1GLA_173,18.44,1GLA,0,-42.41429,0.56227994,-1.842669845,0.006501278,0.313,1695.47,497.609,6.399,8.726,-0.1447,-80.66,0.889978
1GLA_174,20.34,1GLA,0,-77.32711,1.657187581,-2.354852438,0.005801651,0.2986,1470.18,396.041,-2.458,6.203,-0.3143,-90.09,1.045863
1GLA_175,20.5,1GLA,0,-80.691769,0.547319055,-2.169010639,0.005332252,0.2817,856.308,231.37,-0.261,3.778,-0.0734,-75.83,0.967268
1GLA_176,12.65,1GLA,0,-45.66925,-0.112529039,-0.246389759,0.048663978,0.6545,1870.19,588.47,10.894,0.332,0.1723,-72.31,0.679219
1GLA_177,14.88,1GLA,0,-99.5731,0.078313589,0.157153204,0.007872839,0.6956,2876.13,751.097,-7.28,11.102,0.1832,-122.65,0.691509
1GLA_178,20.77,1GLA,0,-76.041034,1.042716026,-2.807467222,0.006468754,0.3239,2783.49,371.487,4.649,4.768,-0.1053,-77.11,0.947958
1GLA_179,20.82,1GLA,0,-64.87512,1.325866461,-2.983629704,0.006571979,0.3134,1580.03,316.759,8.755,2.01,-0.1877,-82.22,1.031331
1GLA_180,18.16,1GLA,0,-34.31261,0.414915204,-2.932939053,0.006148294,0.6634,4922.1,1070.414,19.878,6.081,-0.2015,-144.08,-0.070543
1GLA_181,12.95,1GLA,0,-79.00631,-0.024876356,0.160706773,0.040542074,0.4189,1205.31,228.855,-6.993,0.977,0.0961,-59.45,0.91049
1GLA_182,19.67,1GLA,0,-70.15338,0.0088588,-3.443798304,0.007797917,0.2474,2858.45,521.776,3.653,5.947,-0.1713,-99.39,0.194759
1GLA_183,17.18,1GLA,0,-25.01559,0.114660501,-1.930131912,0.006692555,0.6286,2886.9,621.717,4.715,5.374,-0.2526,-159,0.99333
1GLA_184,18.93,1GLA,0,1700.4984900000002,0.830031037,-2.748414516,0.006998658,0.4411,3090.56,566.378,2.298,6.893,-0.3107,-74.52,0.411975
1GLA_185,14.72,1GLA,0,-90.2681,1.523616672,-1.958638072,0.007614052,0.5501,1000.84,325.521,-22.203,7.924,0.0845,-79.09,0.966001
1GLA_186,21.1,1GLA,0,-80.969335,0.734264135,-1.420366049,0.006608018,0.3122,1659.18,321.926,-12.41,3.094,-0.0467,-105.33,0.053799
1GLA_187,18.59,1GLA,0,-102.33986,0.233538508,-1.6991992,0.005714905,0.5956,1689.9,597.648,-3.703,6.154,-0.0128,-104.51,0.771885
1GLA_188,20.56,1GLA,0,-96.11491014,1.778893471,-2.568678617,0.004680761,0.3249,2101.05,260.761,-17.138,3.726,-0.0381,-74.72,0.438416
1GLA_189,20.4,1GLA,0,-72.3762,0.121836424,-1.855423689,0.007739195,0.4026,4907.31,1172.883,16.586,2.26,-0.2169,-202.1,0.732947
1GLA_190,21.01,1GLA,0,-60.84398,0.102297068,-2.702485085,0.007193723,0.4748,2642.55,631.896,-0.591,1.028,-0.0602,-104.84,0.572962
1GLA_191,20.26,1GLA,0,-35.211381,0.960505903,-2.49384737,0.005846575,0.3563,1089.58,300.284,-4.815,5.626,-0.0119,-75.12,1.018332
1GLA_192,20.73,1GLA,0,-83.64272,0.036885023,-1.730218768,0.00610419,0.2946,2352.13,662.128,5.084,5.055,-0.1936,-132.01,1.031463
1GLA_193,11.67,1GLA,0,-107.9651,0.212491989,-0.212660819,0.004932096,0.4579,1493.43,410.617,0.56,8.15,-0.0367,-75.35,1.118295
1GLA_194,9.88,1GLA,1,-87.81416,0.891662359,0.37040773,0.006410128,0.6465,1052.73,324.779,-14.705,5.681,0.2122,-60.37,0.816188
1GLA_195,14.48,1GLA,0,-84.2957,1.176573515,0.305051327,0.009554197,0.5784,2187.89,624.813,-16.009,4.699,0.2097,-82.64,0.363965
1GLA_196,13.7,1GLA,0,-103.264007,-0.716549516,-0.245582983,0.005404165,0.3461,1144.14,387.04,10.382,5.194,-0.1683,-101.74,0.91071
1GLA_197,20.13,1GLA,0,-91.91492,1.053714156,-2.345696449,0.00718128,0.3826,1114.95,326.107,-17.771,3.797,-0.0827,-63.84,1.106456
1GLA_198,12,1GLA,0,-89.29278,0.098901987,-0.1582627,0.005961279,0.344,2408.64,384.956,-6.351,7.766,-0.2444,-91.06,0.600029
1GLA_199,11.81,1GLA,0,-87.13336,0.120335579,0.081807382,0.005692354,0.4337,3052.97,591.36,0.847,8.543,-0.1101,-106.45,0.765726
1GLA_200,21.17,1GLA,0,-72.87828,1.146837473,-0.960375249,0.00326674,0.3769,1105.21,403.19,-12.894,5.112,-0.1664,-105.02,1.252111
1GLA_201,13.91,1GLA,0,-82.8792,1.003678322,-0.246389759,0.008206448,0.5513,1565.55,429.117,-14.107,5.835,0.2392,-74.25,0.650602
1GLA_202,15.05,1GLA,0,-103.16171,0.675016403,-0.701482236,0.006084532,0.2972,1649.35,371.639,-23.164,3.331,-0.0648,-47.88,0.677087
1GLA_203,15.51,1GLA,0,-60.93088,0.277122736,-1.414753079,0.006032675,0.3053,1990.32,497.418,6.719,7.103,-0.055,-102.34,0.581495
1GLA_204,14.4,1GLA,0,-78.8565,0.024590969,0.642737746,0.006733671,0.6489,1167.92,279.309,-11.765,9.13,0.0474,-111.3,0.842827
1GLA_205,15.39,1GLA,0,-55.32615,0.038799763,-1.893426776,0.008358312,0.3684,75.8047,131.452,-5.202,-2.666,-0.1589,-49.45,0.997468
1GLA_206,14.34,1GLA,0,-80.48525,0.320355177,0.589830816,0.006636688,0.3528,584.755,140.425,-0.443,8.821,-0.2415,-71.78,0.812977
1GLA_207,10.27,1GLA,1,-105.313,1.118689299,-1.001289368,0.010279951,0.4468,348.464,176.642,-1.933,-1.195,-0.1401,-73.54,1.101498
1GLA_208,15.43,1GLA,0,-49.7396,1.213528633,-0.292989373,0.007941069,0.5664,1306.68,369.893,12.691,5.87,-0.1349,-86.89,0.397546
1GLA_209,21.19,1GLA,0,-53.33269,1.170465231,-1.334611773,0.00595644,0.2395,975.302,173.115,-12.605,2.184,-0.0914,-61.5,0.862363
1GLA_210,3.66,1GLA,1,-93.8464,1.609759808,-1.017502069,0.006308518,0.3493,530.924,241.466,-9.783,1.627,-0.1658,-54.97,0.977586
1GLA_211,14.24,1GLA,0,-89.3636,-0.08857429,-1.958638072,0.007670205,0.6351,1389.87,362.418,-2.314,7.851,0.0216,-107.4,0.789074
1GLA_212,13.15,1GLA,0,-43.67311,0.259424567,-0.368620574,0.00867054,0.6715,5027.27,1315.841,0.785,4.476,0.0116,-130.27,0.380279
1GLA_213,20.54,1GLA,0,-50.55721,1.582837582,-2.982151031,0.005674221,0.3339,2412.98,654.916,4.992,2.471,-0.1048,-137.81,1.05139
1GLA_214,4.89,1GLA,1,-63.16491,0.506204724,-1.110008955,0.006320429,0.287,639.22,260.819,7.041,-1.491,0.0031,-51.67,0.784429
1GLA_215,14.34,1GLA,0,-63.2621,0.54952991,0.258045882,0.00766166,0.5895,2910.47,618.408,-9.132,8.834,0.2781,-107.72,0.614535
1GLA_216,9.9,1GLA,1,-89.91639,0.488399744,-0.813534439,0.010279951,0.3833,469.301,175.954,-5.827,-2.9,-0.2603,-60.56,1.11841
1GLA_217,21.38,1GLA,0,-76.2315,0.611632884,-1.077385902,0.005530735,0.2925,543.956,181.167,-16.829,6.188,-0.083,-72.58,1.015268
1GLA_218,16.67,1GLA,0,-72.319506,0.030261755,-0.246389759,0.007049466,0.6375,1901.27,442.978,-3.573,1.521,-0.1838,-83.05,0.388793
1GLA_219,13.13,1GLA,0,-70.63501,-0.028537393,-0.168787271,0.011233377,0.4138,674.942,186.506,-8.694,1.674,-0.0109,-52.34,0.878592
1GLA_220,17.36,1GLA,0,-61.3718,0.029396534,0.093133874,0.008911411,0.6573,3777.54,733.538,31.771,6.999,-0.0546,-108.63,0.696286
1GLA_221,17.79,1GLA,0,-78.8197,1.039596915,0.186996713,0.006939278,0.5602,3190.23,724.684,15.157,4.116,-0.0448,-117.61,0.442655
1GLA_222,15.38,1GLA,0,-93.8269,1.815737247,-1.745171905,0.006204138,0.6171,2103.46,447.307,-8.015,3.307,-0.2523,-78.91,0.579624
1GLA_223,10.01,1GLA,1,-86.74964,0.310626388,-1.125510454,0.010279951,0.3855,1219.83,267.369,-3.288,-0.104,-0.3611,-62.54,1.182469
1GLA_224,14.76,1GLA,0,-56.5,0.269628167,-1.893426776,0.008108318,0.6053,2224.57,450.456,-13.226,7.688,0.0054,-97.38,0.694083
1GLA_225,4.16,1GLA,1,-109.314606,-0.027202249,-0.989400685,0.006984142,0.3312,1515,395.088,13.549,-2.745,-0.0225,-72.63,0.832636
1GLA_226,19.3,1GLA,0,-66.5552,0.454912901,-1.733952641,0.003663623,0.3643,1538.3,552.621,-3.443,7.976,-0.0447,-91.5,0.697291
1GLA_227,4.37,1GLA,1,-87.03919,0.271973133,-0.93606621,0.005613541,0.2668,1046.03,245.011,13.196,-1.331,-0.0884,-62.51,0.745397
1GLA_228,17.32,1GLA,0,-20.17389,0.135033965,-1.870888114,0.006944403,0.5626,2223.24,342.969,2.89,5.536,-0.1997,-115.03,1.087702
1GLA_229,13.34,1GLA,0,-88.12169,0.007470131,1.254733324,0.003771673,0.6282,447.513,186.548,-28.372,6.162,-0.0477,-54.97,1.100717
1GLA_230,17.51,1GLA,0,-70.9155,0.00298357,-1.702775002,0.005148524,0.4056,1794.51,213.396,-1.428,5.697,-0.1587,-84.57,0.811857
1GLA_231,10.81,1GLA,1,-42.92527,-0.036770701,-0.613008618,0.006913776,0.6403,1144.44,392.64,-0.041,-6.598,-0.0958,-69.58,0.645579
1GLA_232,14.58,1GLA,0,-77.29118,1.398857951,-0.048431624,0.008824465,0.5699,2030.92,573.537,-16.671,6.889,0.1194,-72.72,0.377001
1GLA_233,20.27,1GLA,0,-45.7339,1.174958229,-2.256894588,0.00479597,0.3436,1635.94,465.259,-7.999,4.881,-0.0144,-83.73,0.67657
1GLA_234,10.41,1GLA,1,-56.77781,0.219932556,-0.518963158,0.006719646,0.5102,777.538,295.761,0.587,-3.034,0.0177,-40.51,0.508901
1GLA_235,15.56,1GLA,0,-57.370492,0.018377304,-1.854171276,0.0040595,0.2964,164.983,97.608,-6.369,-1.319,-0.0605,-44.24,0.963135
1GLA_236,16.43,1GLA,0,-68.85108,0.781412721,-1.652546525,0.00807023,0.3132,611.219,220.365,-12.322,5.441,-0.0565,-46.28,0.978145
1GLA_237,4.44,1GLA,1,-82.64654,0.926009953,-0.882628858,0.007262026,0.505,3291.22,655.356,10.452,-0.491,-0.1242,-55.86,0.669339
1GLA_238,9.6,1GLA,1,-97.3044,-0.235678077,-1.153219461,0.010279951,0.5504,646.881,357.055,-10.391,1.108,-0.1998,-61.21,1.362806
1GLA_239,18.09,1GLA,0,-79.054376,0.989459693,-1.235584497,0.006608699,0.5915,2031.12,492.78,-4.29,5.766,-0.0762,-92.65,0.678778
1GLA_240,20.53,1GLA,0,-91.76902,1.010173678,-3.215807915,0.004938706,0.4376,4162.61,898.296,11.634,-0.375,-0.113,-140.71,0.61866
1GLA_241,14.81,1GLA,0,-72.28204,-0.350407124,-1.893426776,0.006070814,0.5623,1241.4,269.352,-2.263,7.057,-0.1556,-99.85,0.835434
1GLA_242,17.92,1GLA,0,-70.49189,0.387072086,-2.43304038,0.005092696,0.5745,2289.49,400.489,-6.764,6.78,-0.0712,-84.47,0.588498
1GLA_243,14.47,1GLA,0,-69.39062,1.293103456,0.274496377,0.007983272,0.375,1075.84,299.046,-2.725,7.326,0.1021,-79.27,0.735897
1GLA_244,14.41,1GLA,0,-103.348385,0.839316607,-0.256219596,0.00669938,0.2794,658.096,170.685,-26.387,5.802,-0.0847,-45.06,0.71434
1GLA_245,15.62,1GLA,0,-114.79055,1.570839643,-1.586053371,0.005868017,0.3937,866.567,334.206,-16.089,2.51,-0.0652,-56.86,0.726097
