PDB,label,PID,HADDOCK,ZRANK2,ROSETTADOCK,PYDOCK_TOT,SIPPER,AP_PISA,FIREDOCK,CP_PIE,PIsToN,GNN-DOVE,DeepRank-GNN,dMaSIF
1WQJ-model-4-pos,1,1WQJ,181.9044,-62.8484,-0.902,-9.22,8.489,-0.075,5.44,0.451272,-0.755733252,0.3855,0.010279951,0.896247268
1WQJ-model-7-neg,0,1WQJ,38.36332,-223.26,3.47,-36.18,23.683,-0.3897,-47.38,1.541303,1.920707822,0.3135,0.035400961,-0.346297234
1WZ3-model-1-pos,1,1WZ3,-524.0432,-81.6551,0.559,6.031,18.197,-0.1117,-11.72,0.299702,-1.84923172,0.1019,0.423588127,1.662770748
1WZ3-model-60-neg,0,1WZ3,-61.74412,-1176.95,-52.805,-148.849,91.727,-2.079,-467.95,7.973478,1.857429385,0.2666,0.00816362,-1.501723409
1X1U-model-27-neg,0,1X1U,-58.59833,-16.4958,24.69,-2.334,0.187,-0.1219,33.25,0.517732,1.943640471,0.3671,0.010279951,0.11472562
1X1U-model-3-pos,1,1X1U,-117.398555,-114.925,1.859,-26.595,1.35,-0.2347,-10.44,0.973025,-1.127589703,0.2716,0.010279951,0.577271879
1X1W-model-19-pos,1,1X1W,-65.98122,-69.7631,-0.785,12.129,-0.345,-0.1017,14.51,0.5509,0.020290375,0.2675,0.010279951,0.423829019
1X1W-model-30-neg,0,1X1W,17.8844,-120.048,1.01,-27.202,3.77,-0.2892,-16.55,0.666927,1.638546467,0.2274,0.017497867,-1.306070089
1X1X-model-59-neg,0,1X1X,-51.06026,-25.0703,12.336,0.799,-1.036,-0.0172,5.75,0.22751,1.732328057,0.2274,0.006875039,-0.263902128
1X1X-model-8-pos,1,1X1X,-88.27728,-113.04,-3.67,-21.799,2.478,-0.2207,-21.09,0.600199,0.908572555,0.3022,0.010279951,0.412730575
1X1Y-model-1-pos,1,1X1Y,-160.0264,-68.1605,0.368,-3.18,1.258,-0.0313,28.03,0.47652,-1.85203445,0.3549,0.010279951,0.020609489
1X1Y-model-37-neg,0,1X1Y,-19.99164,-203.429,-7.885,-39.72,6.923,-0.3823,-39.6,1.121556,1.873518348,0.3411,0.009094426,0.623844385
1XD3-model-2-pos,1,1XD3,-43.07509,57.8936,13.05,0.978,-0.994,0.0034,24.84,0.319073,0.536376476,0.2599,0.006565237,1.659738779
1XD3-model-43-neg,0,1XD3,52.1819,-144.483,3.999,-29.945,3.669,-0.2193,-21.2,0.990729,1.926227689,0.2274,0.004095448,-1.054519653
1XFS-model-11-pos,1,1XFS,-66.0005,-87.4288,-1.016,5.889,6.743,-0.098,60.44,0.283207,-1.380309939,0.2337,0.006585268,1.891239285
1XFS-model-44-neg,0,1XFS,48.22872,-130.766,-2.272,-18.418,6.503,-0.2532,-13.7,0.926414,1.940988421,0.2701,0.004524892,-0.326884329
1XG2-model-1-pos,1,1XG2,-172.12223,23.5051,24.497,13.526,-1.734,-0.1094,5.5,0.702476,-0.698089778,0.2427,0.00851961,0.353316337
1XG2-model-85-neg,0,1XG2,-69.48573,-229.61,-5.383,-38.816,-1.996,-0.3869,-11.29,1.398325,1.919755697,0.2274,-0.041995499,-0.749362767
1XPJ-model-2-pos,1,1XPJ,-193.468,-84.0189,0.724,-32.787,13.68,-0.0003,-2.36,0.980417,-1.822912574,0.3078,0.078157879,2.173880816
1XPJ-model-9-neg,0,1XPJ,331.4304,299.301,155.842,-32.68,12.109,-0.3896,-91.32,2.10447,1.63277483,0.2952,0.142460585,1.190350175
1XSQ-model-2-pos,1,1XSQ,-123.17469,-40.0003,-2.224,-8.827,6.048,-0.1769,-18.93,1.102354,-1.750302911,0.4843,0.023165621,1.83664
1XSQ-model-99-neg,0,1XSQ,-42.031752,-125.815,7.156,-8.689,6.014,-0.477,-94.96,2.368277,0.913111091,0.2516,0.01617845,-0.141963974
1XUA-model-1-pos,1,1XUA,-212.58193,-64.3543,-1.296,-5.162,1.578,-0.1251,-4.19,0.618669,-1.87981236,0.5542,0.006642147,2.316411734
1XUA-model-78-neg,0,1XUA,-65.85396,-359.344,-16.35,-46.436,10.316,-0.4614,-86.08,3.130649,1.956091166,0.2668,0.005638891,-1.435026765
1XV2-model-50-pos,1,1XV2,-90.78744,559.165,83.946,-15.772,4.872,-0.0091,-4.73,0.568599,-1.159528494,0.2308,0.007010122,1.888008595
1XV2-model-70-neg,0,1XV2,-89.8501,-198.375,-2.703,-46.107,13.335,-0.3061,-29.23,1.614538,1.944961309,0.2347,0.007428313,-3.435850382
1XWD-model-1-pos,1,1XWD,-328.5016,-157.77,1.526,-12.126,9.161,-0.2263,-21.32,1.113419,-1.882463694,0.154,0.114249155,0.111870095
1XWD-model-2-neg,0,1XWD,-78.03969,-485.174,-24.031,-70.322,11.675,-1.1989,-203.54,3.374215,0.007780433,0.4436,0.008101655,0.151254311
1Y1K-model-1-pos,1,1Y1K,-147.216,-55.0594,-0.921,4.471,-2.536,-0.1552,28.62,0.344164,-1.800605774,0.2274,0.010279951,1.669451833
1Y1K-model-10-neg,0,1Y1K,-55.30734,-228.433,-11.599,-38.933,6.071,-0.5926,-81.38,1.574991,1.931572676,0.2611,0.007323592,-1.348982453
1Y1O-model-1-pos,1,1Y1O,-230.1122,-77.1601,-2.564,0.204,3.011,0.0063,2.86,0.504971,-1.667440057,0.6218,0.010279951,1.553254008
1Y1O-model-54-neg,0,1Y1O,-69.73893,-344.74,-16.72,-68.745,16.266,-0.6705,-127.42,2.829853,1.932341456,0.3416,0.010279951,-1.980813384
1Y34-model-13-pos,1,1Y34,-58.90335,-68.65,-0.826,-5.584,0.903,-0.0429,10.91,0.39736,-1.747016907,0.2274,0.133025318,1.713604093
1Y34-model-67-neg,0,1Y34,-18.59973,165.81,45.243,-24.617,3.078,-0.3044,-50.99,1.009526,1.820428014,0.2707,0.010279951,-0.53397578
1Y3B-model-57-pos,1,1Y3B,-65.03272,1.77237,6.286,7.799,-0.822,0.0164,30.27,0.200823,-0.029131413,0.2306,0.040884513,0.791243792
1Y3B-model-64-neg,0,1Y3B,-38.71213,14.0163,16.869,-22.427,3.28,-0.2935,-37.93,1.030049,1.955353975,0.2811,0.007243289,-1.462027431
1Y3C-model-1-pos,1,1Y3C,-134.7831,-17.7426,0.499,7.559,-0.789,-0.0578,26.76,0.168633,-1.830160141,0.2274,0.010279951,1.446620107
1Y3C-model-75-neg,0,1Y3C,-31.48923,-202.283,-11.626,-39.743,5.021,-0.594,-84.17,1.59209,1.844260931,0.2407,0.005383653,-1.870682955
1Y43-model-1-pos,1,1Y43,-420.3898,-2.62163,-1.54,9.311,-1.145,-0.0285,0.55,0.26184,-1.894887686,0.1899,0.531894028,2.166770697
1Y43-model-18-neg,0,1Y43,2468.2145,-546.552,-49.412,-85.987,3.986,-1.3349,-328.65,4.164299,1.926319957,0.2274,0.009264694,-1.128530145
1Y48-model-38-pos,1,1Y48,-81.3413,-22.542,-0.459,-2.507,-2.879,-0.0743,15.53,0.209903,-0.387265325,0.2274,0.010279951,1.217670798
1Y48-model-77-neg,0,1Y48,-43.02724,-50.051,3.839,-28.519,2.791,-0.3329,-30.05,0.72567,1.935914636,0.2437,0.010279951,-0.736170828
1Y4D-model-2-pos,1,1Y4D,-71.69366,-93.0841,2.007,1.874,0.365,-0.052,8.87,0.361839,-1.823958397,0.2288,0.173981562,1.225013971
1Y4D-model-59-neg,0,1Y4D,-52.11065,74.6088,14.671,-30.521,4.291,-0.3716,-51.77,1.198588,1.950751066,0.2468,0.008612292,-0.101592675
1Y96-model-8-pos,1,1Y96,-63.00458,2.08204,0.451,5.084,1.114,-0.0274,23.85,0.397398,-1.462190866,0.3182,0.028869119,0.92165494
1Y96-model-94-neg,0,1Y96,-36.1182,-75.9289,10.135,-30.038,4.018,-0.2521,-23.27,0.86017,1.943999767,0.2579,0.010279951,-1.25254488
1YBG-model-1-pos,1,1YBG,-57.4308,361.346,38.111,4.113,-6.182,0.1485,36.32,0.642162,0.918523729,0.2274,0.004593126,-1.054570436
1YBG-model-2-neg,0,1YBG,-96.8662,-113.404,-3.634,-5.395,-2.606,-0.2749,-14.59,1.250718,1.942554712,0.2323,0.00414691,-0.660427153
1YC6-model-1-pos,1,1YC6,-270.4637,-171.051,-4.48,-11.867,-2.267,-0.2547,1.02,0.711508,-1.856672168,0.5084,0.010152028,1.999249816
1YC6-model-48-neg,0,1YC6,-90.04954,-574.908,-18.265,-94.593,25.837,-0.698,-128.68,2.580674,1.007841825,0.2562,0.005870427,-0.047022454
1YCS-model-1-pos,1,1YCS,-133.55441,216.717,31.555,-0.817,2.357,-0.0124,-0.08,0.280331,-1.67731154,0.2274,0.007661061,0.530890405
1YCS-model-85-neg,0,1YCS,-31.3467,-320.548,-4.862,-53.197,11.393,-0.3456,-33.6,1.592477,1.947723269,0.2978,0.00518528,-0.540047705
1YFN-model-90-neg,0,1YFN,-36.63917,-42.1884,0.557,-8.98,6.312,-0.0685,3.74,0.330113,1.902700424,0.2776,0.007121494,-1.346977115
1YFN-model-97-pos,1,1YFN,-57.65864,-127.896,-1.151,-20.24,6.372,-0.1729,-4.4,0.51191,1.072971821,0.2871,0.009888422,1.226981759
1YLQ-model-16-neg,0,1YLQ,-53.34356,-112.412,-0.952,-3.59,-2.392,-0.0072,51.34,0.235403,1.952975035,0.2845,0.010279951,-1.849422574
1YLQ-model-46-pos,1,1YLQ,-43.77473,-116.695,1.62,-18.526,4.076,-0.1817,-7.05,0.951219,0.785925269,0.3129,0.010279951,0.9146415
1YOX-model-70-neg,0,1YOX,-61.4216285,-55.9892,-1.537,-22.692,8.33,-0.1129,3.74,0.542996,0.857256889,0.2403,0.005231541,-0.457835793
1YOX-model-71-pos,1,1YOX,2050.46654,20.2832,31.34,-30.135,10.02,-0.3409,-34.94,0.97025,-0.048403263,0.2422,0.004442016,0.655424356
1YUK-model-1-pos,1,1YUK,-291.3884,-68.7406,1.722,-9.574,1.531,-0.067,-27.89,0.884297,-1.902593255,0.1565,0.014221464,2.104321957
1YUK-model-16-neg,0,1YUK,-73.65995,-557.963,-22.722,-54.954,12.302,-0.9965,-227.11,4.089711,1.699784756,0.3203,0.008016349,0.326933861
1YVB-model-2-pos,1,1YVB,-97.56902,-75.5775,8.259,-17.443,-7.904,-0.1551,-28.41,0.368045,-0.325004339,0.2844,0.010279951,1.476681709
1YVB-model-75-neg,0,1YVB,-49.3606,-278.904,5.507,-36.477,3.66,-0.4322,-56.59,1.664728,0.929738164,0.3863,0.010279951,-0.050059609
1YY9-model-13-neg,0,1YY9,-87.473,-64.1739,13.733,-16.166,11.398,-0.0526,-6.76,1.058088,1.638029218,0.2616,0.003151525,-0.985559523
1YY9-pos,1,1YY9,-88.102,-213.035,-3.801,-21.579,7.785,-0.1924,-44.16,1.176754,-0.836523652,0.2513,0.009010422,1.856202245
1Z3G-model-23-pos,1,1Z3G,-105.1846,121.574,42.698,-9.478,-1.685,-0.2042,-9.11,0.768711,-0.168897867,0.3001,0.008083367,0.151202142
1Z3G-model-26-neg,0,1Z3G,-58.37394,-211.395,-6.468,-31.482,7.491,-0.1866,-39.89,1.119252,1.039124727,0.2379,0.00554374,-0.776784599
1Z5Y-model-1-pos,1,1Z5Y,-117.1178,-72.8615,-1.258,-0.166,4.161,0.001,26.79,0.132108,-0.683912098,0.3422,0.153227434,1.419949293
1Z5Y-model-76-neg,0,1Z5Y,-32.875986,-324.174,-7.71,-39.463,8.47,-0.4506,-41.85,1.392109,1.928557634,0.2274,0.014898492,0.55165565
1ZCP-model-57-neg,0,1ZCP,-41.61125,-55.3639,3.436,-4.362,3.899,-0.2134,-15.48,0.538985,1.442931294,0.2274,0.006968243,0.744278967
1ZCP-pos,1,1ZCP,-97.452,-82.0809,-22.824,-16.709,3.814,-0.5763,-37.44,1.227861,0.754282296,0.2365,0.008135439,0.967442095
1ZH8-model-10-neg,0,1ZH8,-62.9922,1085.86,26.409,10.46,-1.694,0.0781,38.71,0.460519,1.001865029,0.2691,0.004320274,-1.191685438
1ZH8-model-6-pos,1,1ZH8,-122.3634,1960.35,70.124,-21.376,12.443,-0.3961,-49.88,1.74433,0.01024878,0.2274,0.005208316,1.893984675
1ZJD-model-4-pos,1,1ZJD,-67.20823,-120.685,4.225,-18.038,2.593,-0.121,-11.84,0.682408,-1.245218277,0.3686,0.019187219,0.813816011
1ZJD-model-84-neg,0,1ZJD,-58.20554,-112.904,1.564,-10.185,4.992,-0.3135,-25.22,0.87837,0.769476712,0.2696,0.010279951,0.998358488
1ZVN-model-2-pos,1,1ZVN,-121.66192,-89.6086,-0.101,-20.317,7.449,-0.2219,-27.5,0.534404,-0.767161727,0.4597,0.009940933,1.662877917
1ZVN-model-32-neg,0,1ZVN,2553586.237,-258.618,-2.367,-62.438,13.655,-0.2822,-14.2,0.883136,1.385943651,0.2741,0.006629379,-0.909165442
2A0S-model-25-pos,1,2A0S,-76.61559,-77.7991,-1.606,-7.235,2.646,-0.0865,13.27,0.430879,-0.278397918,0.2771,0.008747611,0.918391109
2A0S-model-67-neg,0,2A0S,-72.6071,0.149112,15.789,-10.896,4.288,-0.2105,-24.98,0.996485,1.955257535,0.2274,0.007113972,0.415531844
2A2L-model-29-neg,0,2A2L,-60.24332,-62.2497,0.364,-15.057,5.3,-0.1995,-16.22,0.786059,1.576927185,0.2928,0.009044247,-0.201577097
2A2L-model-3-pos,1,2A2L,-110.37989,-104.686,2.591,-23.176,-0.23,-0.3303,-15.7,0.677248,0.188043237,0.4963,0.005181262,1.047775984
2A6P-model-17-pos,1,2A6P,-60.41486,237.881,33.788,-13.219,-1.131,-0.1306,5.73,0.657131,0.517809153,0.2274,0.006696081,2.310569286
2A6P-model-50-neg,0,2A6P,-28.72064,-137.29,3.637,-21.483,5.759,-0.2751,-43.37,1.068184,1.926443219,0.2514,0.007435322,0.165129855
2ANE-model-1-pos,1,2ANE,-145.06312,307.871,30.16,0.769,-1.183,-0.052,16.53,0.174638,-1.025239229,0.5931,0.010279951,1.334963679
2ANE-model-74-neg,0,2ANE,-15.7162,-172.879,-9.554,-14.648,0.149,-0.3535,-36.81,1.202108,1.948517919,0.2624,0.007197083,-1.463217616
2AQX-model-1-pos,1,2AQX,-257.3373,-86.1469,12.136,28.912,-5.702,-0.1266,78.85,0.374948,-0.105447173,0.2243,0.004647663,1.596609116
2AQX-model-32-neg,0,2AQX,-52.565,-607.71,-24.333,-64.439,21.911,-0.8098,-113.03,2.342467,1.937952161,0.3009,0.004680905,-0.887877941
2AXW-model-1-pos,1,2AXW,-396.1192,44.0866,2.718,3.71,-6.781,0.0228,-12.93,0.162203,-1.80414319,0.5995,0.006534043,1.402901053
2AXW-model-2-neg,0,2AXW,-74.56331,-221.718,-35.969,-48.813,6.947,-1.0423,-205.2,3.490988,1.958512425,0.2566,0.004143332,-0.596534669
2AZN-model-53-neg,0,2AZN,-38.3838,129.82,15.342,28.011,-6.127,0.1974,46.46,0.164963,1.944599986,0.2578,0.008650721,-1.407644033
2AZN-pos,1,2AZN,-201.378,-125.567,-2.296,17.344,-4.227,-0.0382,44.59,0.153451,1.677527785,0.2274,0.005097083,0.719801784
2B3Z-model-1-pos,1,2B3Z,-272.408,-80.701,-1.499,-5.839,0.579,-0.0962,-9.75,0.658979,-1.896576643,0.2274,0.039160203,1.942054272
2B3Z-model-99-neg,0,2B3Z,-62.6076,-692.783,-24.411,-92.844,31.84,-1.0283,-219.32,4.759689,1.660998702,0.2274,0.004833681,-1.41229558
2B42-model-4-pos,1,2B42,-134.8114,-69.3082,-0.961,-10.083,2.323,-0.0407,11.08,0.481838,-1.449673533,0.2274,0.005825383,1.31732285
2B42-model-48-neg,0,2B42,-52.60778,-163.219,18.484,-31.306,4.383,-0.179,-13.85,1.309047,1.330184937,0.2274,0.002904722,-0.463898122
2BBA-model-24-neg,0,2BBA,-53.53494,77.8084,-2.359,-24.133,4.595,-0.0989,-10,0.568043,1.481616616,0.2871,0.006871057,0.681226969
2BBA-model-29-pos,1,2BBA,-53.45456,126.922,26.814,-22.791,6.907,-0.1085,-31.31,0.843353,1.915598631,0.3033,0.024983451,1.858288169
2BE1-model-1-pos,1,2BE1,-85.6678,-6.247,21.383,-14.018,4.999,-0.0549,-18.09,0.55259,-1.851387739,0.2274,0.005140272,0.447023332
2BE1-model-49-neg,0,2BE1,-62.07564,-373.058,-10.297,-53.002,16.392,-0.5207,-108.09,1.622566,1.795566559,0.281,0.008527009,-1.023967862
2BMA-model-14-neg,0,2BMA,-75.773398,-204.666,8.337,-21.322,5.813,-0.1203,-19.38,0.82416,1.767408371,0.2274,0.004688887,2.052516937
2BMA-model-6-pos,1,2BMA,-139.8166,-110.067,27.317,-22.063,4.127,-0.4369,-37.25,1.994413,-1.892798066,0.2294,0.003937869,0.265810728
2BTF-model-1-pos,1,2BTF,-165.22854,106.332,40.835,-13.353,-0.342,-0.2008,7.8,0.719596,-1.495649338,0.2274,0.018356839,0.801474869
2BTF-model-50-neg,0,2BTF,-73.07121,-283.663,-5.744,-36.494,5.14,-0.2863,-34.14,1.620321,1.90031445,0.3065,0.005811535,-0.526187778
2BUJ-model-1-pos,1,2BUJ,-208.9701,332.486,-5.292,-17.065,6.573,-0.1293,-14.49,0.622095,-1.489988804,0.5327,0.007061351,2.051195621
2BUJ-model-9-neg,0,2BUJ,-63.732392,-430.337,-14.208,-44.572,50.024,-0.6006,-74.03,2.055279,0.943110347,0.2274,0.003546894,-1.384450197
2C1W-model-1-pos,1,2C1W,-85.60248,-56.6819,15.227,14.223,-3.617,0.081,8.75,0.405751,-0.749194801,0.2274,0.006200742,1.289329171
2C1W-model-9-neg,0,2C1W,-48.9888,-163.666,1.457,2.885,-0.807,-0.0754,-22.75,1.062034,1.943058729,0.2543,0.009923385,-0.720486045
2C7E-model-2-pos,1,2C7E,-120.4859,417.136,70.636,16.098,-10.788,0.0378,-24.81,0.758413,-1.433555603,0.3678,0.004240604,0.918296874
2C7E-model-65-neg,0,2C7E,-79.8335,-101.579,37.017,-7.19,-1.194,-0.4322,-42.93,1.427524,0.940346003,0.2489,0.004387416,-1.860279441
2C9P-model-18-neg,0,2C9P,-37.457,1.05889,-1.069,-0.51,0.243,-0.1025,11.82,0.107434,1.909090757,0.2309,0.006140268,1.035907388
2C9P-model-25-pos,1,2C9P,-46.01862,-187.619,-3.076,-9.59,8.941,-0.3227,-18.35,1.260465,0.72004652,0.2274,0.007870302,2.804423094
2CCL-model-29-pos,1,2CCL,-79.4903,553.578,39.546,-0.139,-2.069,0.0393,23.67,0.369414,1.95256269,0.2597,0.00817157,0.788056612
2CCL-model-6-neg,0,2CCL,-57.62754,-118.886,0.869,-17.556,0.814,-0.0087,4.22,0.865713,1.185258508,0.3254,0.007791693,-0.534358323
2CE8-model-2-pos,1,2CE8,-172.1112,548.752,41.618,12.471,-4.034,0.0725,21.39,0.084078,-1.752280474,0.6176,0.005467942,1.925988078
2CE8-model-4-neg,0,2CE8,-84.4072,-215.28,22.48,-29.309,13.204,-0.4711,-94.07,1.77937,1.896159172,0.2984,0.003653063,-1.795876741
2CH8-model-1-pos,1,2CH8,-276.6235,-21.0982,10.395,-24.855,15.182,-0.1435,4.71,0.783864,-1.338814735,0.268,0.010279951,1.288160205
2CH8-model-21-neg,0,2CH8,-74.4175,-323.999,-19.357,-51.216,34.486,-0.8237,-113.8,2.212618,1.947300792,0.3404,0.007237933,0.041908305
2CO6-model-11-pos,1,2CO6,-101.5965,943.381,74.97,10.977,-6.688,0.0774,25.88,0.323956,-1.574890018,0.3389,0.006776216,0.304498017
2CO6-model-27-neg,0,2CO6,-39.18364,-121.464,1.034,-9.877,-3.935,-0.2151,-0.79,0.911928,1.920823693,0.2841,0.006422062,-0.941842675
2D1P-model-2-pos,1,2D1P,-65.7053,-87.9479,-1.24,-16.735,-2.693,0.0489,-7.07,0.823227,-1.301339388,0.2776,0.059986018,0.595588386
2D1P-model-42-neg,0,2D1P,-20.77245,-151.384,-2.426,-29.203,5.719,-0.3045,-33.46,1.283599,1.647662401,0.2724,0.008796229,-1.309840798
2DOH-model-1-pos,1,2DOH,-142.49272,-55.2663,1.421,-0.73,-2.503,0.0496,31.07,0.101972,-1.760259509,0.4279,0.010279951,1.80659318
2DOH-model-68-neg,0,2DOH,-41.96919,-308.839,-3.952,-36.038,5.894,-0.2949,-45.19,1.475243,1.940496683,0.4257,0.009380694,0.131672487
2DOI-model-1-pos,1,2DOI,-118.78344,-109.632,5.211,-15.973,2.878,-0.1043,-8.21,0.535666,-0.640969992,0.3906,0.00700239,1.780122638
2DOI-model-2-neg,0,2DOI,-81.306685,-269.348,-4.337,-37.332,5.089,-0.2459,-39.41,1.233451,0.384379625,0.3748,0.006072962,0.047310524
2DP4-model-22-neg,0,2DP4,-24.556184,0.0248612,-0.59,-0.03,-2.748,0.0312,3.29,0.133948,1.696637154,0.2356,0.004764094,1.340521932
2DP4-model-3-pos,1,2DP4,-32.93588,0.714071,-0.902,-3.345,-2.358,-0.0546,-1.04,0.35086,1.848118901,0.258,0.004045411,0.026660398
2DPF-model-2-pos,1,2DPF,-121.5002,-27.6179,12.489,-4.344,7.683,-0.1551,11.04,0.822817,-1.007598162,0.2337,0.007918817,2.26098156
2DPF-model-9-neg,0,2DPF,-58.83119,-269.267,22.204,-16.4,19.206,-0.1438,-44.57,1.762761,1.035761714,0.2531,0.006987879,0.029252961
2DSP-model-1-pos,1,2DSP,-161.4569,199.782,22.603,-3.861,9.432,-0.2647,-13.55,0.562887,-1.685526848,0.6265,0.010279951,1.652688146
2DSP-model-77-neg,0,2DSP,-60.46163,-297.865,-9.394,-43.94,19.822,-0.5889,-73.97,1.906848,1.832025766,0.3407,0.007007781,-0.003645247
2DUP-model-11-pos,1,2DUP,-80.41809,-98.2591,2.542,-2.523,4.746,0.1052,19.7,0.580429,1.64734602,0.2803,0.007181814,-0.333356947
2DUP-model-45-neg,0,2DUP,-76.785416,-131.141,0.492,-14.267,1.646,-0.0334,-16.6,0.562503,1.95251143,0.3045,0.004949467,-0.650316715
2DYM-model-1-pos,1,2DYM,-194.7999,-149.394,-1.301,-18.188,6.021,-0.1174,-20.58,0.636751,-1.679790974,0.316,0.010279951,1.945191026
2DYM-model-28-neg,0,2DYM,14.869339999999996,-370.153,-14.109,-51.169,24.454,-0.5178,-121.24,2.632495,-0.031605244,0.3544,0.007848775,-0.613638937
2E4M-model-1-pos,1,2E4M,-97.25954,-58.7309,2.757,6.144,-3.323,-0.1107,4.41,0.514279,-0.344246745,0.235,0.068209387,0.880049229
2E4M-model-68-neg,0,2E4M,-59.5926,-156.162,-6.554,-36.247,8.268,-0.1894,-29.99,0.959227,1.872823715,0.3077,0.000596848,-1.394163847
2EJG-model-14-neg,0,2EJG,-35.01158,-64.1441,-0.828,-16.138,-1.637,-0.0703,-3.86,0.463011,1.642292976,0.2353,0.005049328,-0.750341594
2EJG-model-22-pos,1,2EJG,-55.51373,157.054,68.8,-17.614,-0.262,-0.1506,-30.67,0.715714,0.70696342,0.2734,0.010279951,0.570782661
2EP5-model-2-neg,0,2EP5,-104.4017,-114.433,-1.94,-22.82,4.054,-0.3864,-48.71,1.607845,0.027169228,0.2274,0.007399095,2.458241701
2EP5-model-4-pos,1,2EP5,-138.7373,-409.177,-11.412,-41.124,15.32,-0.475,-64.56,1.499836,-1.752600789,0.2288,0.04798026,2.303736925
2ETE-model-74-neg,0,2ETE,-28.54376,-16.7784,34.996,-6.158,10.188,-0.2418,-24.29,1.204178,1.5629915,0.2274,0.004365173,-0.819526076
2ETE-model-8-pos,1,2ETE,-85.3941,56.5212,113.625,-68.596,22.844,-0.6879,-69.28,2.118624,-1.828569651,0.3301,0.005734519,0.335819066
2EVV-model-1-pos,1,2EVV,-240.851,-37.0285,0.324,7.863,-0.361,0.0546,24.39,0.264081,-1.893891811,0.5718,0.010279951,-0.333853006
2EVV-model-30-neg,0,2EVV,-46.29219,-379.249,-15.747,-37.924,7.866,-0.386,-71.19,1.589851,1.947827935,0.231,0.006551756,-0.966997445
2EWN-model-4-pos,1,2EWN,-118.4824,8.1653,24.919,-5.735,-2.805,-0.1377,-3.31,0.924691,-1.203528643,0.2274,0.008346058,0.261519581
2EWN-model-98-neg,0,2EWN,-77.1686,-212.749,15.781,-31.385,-2.007,-0.3404,-39.97,1.558466,1.081146479,0.2756,0.004903167,-0.835593641
2F2F-model-100-neg,0,2F2F,-59.369304,15.859,13.85,-4.497,4.115,-0.0457,-11.34,0.653184,1.643573761,0.168,0.003009317,-1.117783546
2F2F-model-68-pos,1,2F2F,-77.97918,-109.718,1.311,-8.502,-0.662,-0.2734,-13.78,0.806084,1.244868755,0.1501,0.005454251,-0.119475588
2FDB-model-1-pos,1,2FDB,-279.3561,1163.63,10.631,23.624,-2.002,-0.1309,-4.62,0.443182,-1.80155313,0.3494,0.040325209,0.912245095
2FDB-model-74-neg,0,2FDB,-55.40411,-501.724,-17.044,-49.127,14.251,-0.6004,-98.21,2.803354,0.948881626,0.2304,0.008816162,-0.906834841
2FPE-model-13-neg,0,2FPE,-44.34986,-103.012,6.742,-12.153,8.591,-0.0224,3.9,0.551042,1.268599033,0.279,0.013767773,-1.960556149
2FPE-model-4-pos,1,2FPE,-69.6662,-136.761,34.59,-48.321,15.917,-0.4003,-56.84,1.549891,0.297738552,0.3442,0.010279951,0.967756033
2FTL-model-32-neg,0,2FTL,-20.94543,-42.2,-0.924,9.019,-0.52,0.039,10.97,0.535325,1.933188677,0.2634,0.008780145,-0.73113358
2FTL-model-34-pos,1,2FTL,-99.10429,-84.48,-0.786,-7.362,5.198,-0.275,-25.23,0.927899,-1.755712867,0.3936,0.00819191,0.91562438
2G2U-model-8-neg,0,2G2U,19.44718,92.5133,19.895,-15.048,10.502,-0.2257,-0.9,0.835507,1.854498029,0.259,0.010279951,0.088855378
2G2U-model-95-pos,1,2G2U,-96.3573,-120.889,13.645,-25.692,10.063,-0.1517,2.47,1.065831,1.833747029,0.296,0.007556155,0.236428186
2G2W-model-1-pos,1,2G2W,-223.9131,-79.9615,10.492,-5.222,7.884,-0.0022,-0.32,0.99633,-1.593964934,0.6368,0.040993169,0.952426016
2G2W-model-41-neg,0,2G2W,-69.70585,-449.971,-10.034,-61.858,15.177,-0.5473,-59.52,1.901981,1.895366788,0.264,0.010279951,-0.087322369
2G6V-model-1-pos,1,2G6V,-159.26952,-22.5511,13.506,4.038,0.425,-0.0222,36.39,0.673121,-1.478898406,0.2274,0.010279951,3.670049906
2G6V-model-6-neg,0,2G6V,-87.09985,-286.454,2.674,-57.254,24.499,-0.6481,-157.94,3.264476,1.948913217,0.3381,0.004647478,-0.923354268
2GD4-model-1-pos,1,2GD4,-147.32483,1056.63,20.014,23.914,-4.512,-0.0528,7.71,0.357402,-1.755287886,0.3568,0.006648798,1.633367538
2GD4-model-20-neg,0,2GD4,-79.3979,-245.409,7.601,-20.914,5.135,-0.4777,-51.94,1.557971,1.900815248,0.2336,0.006891905,-0.991464674
2GEF-model-1-pos,1,2GEF,-175.12399,19.4556,32.459,-15.094,3.369,-0.2575,-57.23,0.825216,-1.83504045,0.3238,0.010279951,1.338599205
2GEF-model-8-neg,0,2GEF,164.43697999999998,-293.987,-5.174,-45.819,3.048,-0.6629,-128.56,1.794157,0.901513398,0.5136,0.010279951,1.432426572
2GHV-model-2-pos,1,2GHV,-147.62228,-176.255,-0.496,-13.03,10.233,-0.2235,-2.48,0.986988,-1.417160511,0.3116,0.159179688,1.878553033
2GHV-model-59-neg,0,2GHV,-78.39704,-288.825,-8.378,-59.123,19.439,-0.6937,-50.67,2.21557,1.826851964,0.2274,0.007747727,-0.217068896
2GHW-model-34-pos,1,2GHW,-68.30783,-103.384,0.575,-6.462,3.573,-0.1344,-5.24,0.696143,1.232370615,0.247,0.006682662,-0.184529632
